date,open,high,low,close,volume,sentiment_average_1d,sentiment_weighted_1d,sentiment_news_count_1d,sentiment_unavailable_count_1d
2010-04-30,4640,4715,3605,4315,1326890000,0,0,0,0
2010-05-31,4275,5025,4195,4830,804300000,0,0,0,0
2010-06-30,4750,5280,4590,5070,634810040,0,0,0,0
2010-07-31,4995,5115,4625,4760,1012990000,0,0,0,0
2010-08-31,4940,6075,4770,5670,740050000,0,0,0,0
2010-09-30,5960,6020,5550,5700,690400000,0,0,0,0
2010-10-31,5745,5840,5175,5190,866435000,0,0,0,0
2010-11-30,5245,5490,4880,5455,880095000,0,0,0,0
2010-12-31,5440,5505,4525,4890,1640775000,0,0,0,0
2011-01-31,4860,5345,4740,5205,1057650000,0,0,0,0
2011-02-28,5400,5825,5230,5700,892885000,0,0,0,0
2011-03-31,5790,5850,5360,5615,696275000,0,0,0,0
2011-04-30,5665,6215,5580,5875,694815000,0,0,0,0
2011-05-31,5910,6425,5595,6355,614770000,0,0,0,0
2011-06-30,6555,7595,6460,7050,632380000,0,0,0,0
2011-07-31,7165,7275,6085,6615,1228555000,0,0,0,0
2011-08-31,6615,7180,5500,6365,1098120000,0,0,0,0
2011-09-30,5895,7000,5730,6900,839465000,0,0,0,0
2011-10-31,6650,7200,6550,7090,581470000,0,0,0,0
2011-11-30,7090,7500,6830,7400,423615000,0,0,0,0
2011-12-31,7370,7965,7350,7890,494360030,0,0,0,0
2012-01-31,7770,7920,6710,7085,1143530000,0,0,0,0
2012-02-29,6965,7420,6875,7395,727165020,0,0,0,0
2012-03-31,7520,7650,7065,7100,526240000,0,0,0,0
2012-04-30,7175,7425,6420,6430,750155030,0,0,0,0
2012-05-31,6335,7150,6120,6850,785537500,0,0,0,0
2012-06-30,6900,7100,6250,7000,845421000,0,0,0,0
2012-07-31,7100,7400,6600,6750,556171500,0,0,0,0
2012-08-31,6900,7550,6700,7400,601609000,0,0,0,0
2012-09-30,7300,8300,7250,8050,779199500,0,0,0,0
2012-10-31,7900,8000,7200,7250,717484500,0,0,0,0
2012-11-30,7200,7700,6800,7550,723539003,0,0,0,0
2012-12-31,7550,7900,7300,7350,700187500,0,0,0,0
2013-01-31,7450,8000,7400,7950,572810503,0,0,0,0
2013-02-28,8100,8300,7500,7900,419113528,0,0,0,0
2013-03-31,7850,8000,7150,7350,33709076,0,0,0,0
2013-04-30,7350,7550,6900,7050,177927063,0,0,0,0
2013-05-31,7050,7200,6150,7000,152043559,0,0,0,0
2013-06-30,6900,6950,6300,6500,496932004,0,0,0,0
2013-07-31,6500,6800,5100,6050,577015000,0,0,0,0
2013-08-31,6100,7500,5400,6450,832056500,0,0,0,0
2013-09-30,6350,7250,6300,6650,483980000,0,0,0,0
2013-10-31,6650,6850,6150,6250,517920500,0,0,0,0
2013-11-30,6300,6850,6050,6800,400762000,0,0,0,0
2013-12-31,6800,7400,6250,6425,641026100,0,0,0,0
2014-01-31,6400,7000,6225,6950,748043500,0,0,0,0
2014-02-28,6850,8000,6725,7375,1092720908,0,0,0,0
2014-03-31,7500,8050,7350,7425,954074500,0,0,0,0
2014-04-30,7425,7800,7075,7075,705033900,0,0,0,0
2014-05-31,7225,7525,7075,7275,575640400,0,0,0,0
2014-06-30,7350,8050,7325,7725,706761700,0,0,0,0
2014-07-31,7725,8000,7550,7575,446880200,0,0,0,0
2014-08-31,7625,7750,6950,7050,558867600,0,0,0,0
2014-09-30,7000,7075,6325,6775,757329600,0,0,0,0
2014-10-31,6875,7200,6700,7125,371594900,0,0,0,0
2014-11-30,7100,7475,6850,7425,524268900,0,0,0,0
2014-12-31,7425,8100,7000,7850,709829400,0,0,0,0
2015-01-31,7800,8175,7450,7850,559918100,0,0,0,0
2015-02-28,7850,8575,7800,8575,879261500,0,0,0,0
2015-03-31,8575,8575,6700,6850,760281500,0,0,0,0
2015-04-30,6850,7950,6850,7300,501540600,0,0,0,0
2015-05-31,7300,7350,6550,7075,472451200,0,0,0,0
2015-06-30,7125,7150,6325,6650,325108300,0,0,0,0
2015-07-31,6475,6875,5450,5925,683210100,0,0,0,0
2015-08-31,5900,6200,4975,5225,492523100,0,0,0,0
2015-09-30,5250,6875,5075,5900,763511700,0,0,0,0
2015-10-31,5825,6850,5800,5925,729366400,0,0,0,0
2015-11-30,6050,6600,5800,6000,789763600,0,0,0,0
2015-12-31,6000,6450,5700,6450,913772000,0,0,0,0
2016-01-31,6500,7150,6050,6800,934001200,0,0,0,0
2016-02-29,6825,7525,6575,7250,729179100,0,0,0,0
2016-03-31,7350,7675,6600,6725,490904100,0,0,0,0
2016-04-21,7575,7650,7425,7525,22761300,0,0,0,0
2016-04-22,7525,7525,7350,7350,27734400,0,0,0,0
2016-04-25,7450,7450,7250,7350,27530200,0,0,0,0
2016-04-26,7350,7350,7150,7200,26034000,0,0,0,0
2016-04-27,6950,6950,6700,6825,97825300,0,0,0,0
2016-04-28,6850,6900,6700,6725,50507400,0,0,0,0
2016-04-29,6700,6775,6600,6725,33714200,0,0,0,0
2016-04-30,6775,6800,6000,6600,685036900,0,0,0,0
2016-05-02,6775,6775,6625,6700,17509900,0,0,0,0
